STN,YYYYMMDD,TG,TN,TX,T10N,SQ,SP,Q,DR,UG,UX,UN
260,20200308,87,71,102,60,8,7,314,14,82,88,76
260,20200309,78,63,106,58,47,41,936,26,80,91,65
260,20200310,101,63,119,59,0,0,179,147,92,95,88
260,20200311,110,92,135,88,40,35,891,69,85,96,71
260,20200312,84,58,110,50,73,63,1164,27,66,86,48
260,20200313,66,17,90,1,22,19,565,29,81,98,67
260,20200314,67,4,118,-7,56,48,1088,5,80,99,55
260,20200315,96,77,112,54,7,6,404,0,78,89,68
260,20200316,75,22,130,-3,67,57,1203,0,82,98,55
260,20200317,86,12,133,-11,81,68,1366,0,68,98,47
260,20200318,105,67,137,44,27,23,902,0,64,87,54
260,20200319,85,69,99,58,0,0,391,0,87,98,77
260,20200320,67,34,91,20,3,2,512,0,75,87,53
260,20200321,46,2,92,-14,111,91,1737,0,61,88,47
260,20200322,46,-2,97,-18,113,92,1844,0,50,71,35
260,20200323,47,0,101,-21,113,92,1851,0,43,59,25
260,20200324,49,-1,105,-47,113,91,1848,0,44,72,26
260,20200325,55,-43,127,-72,115,92,1897,0,44,86,16
260,20200326,66,12,118,-6,115,92,1826,0,40,54,28
260,20200327,85,22,153,-1,115,91,1720,0,54,72,36
260,20200328,74,41,119,29,109,86,1741,0,64,73,46
260,20200329,47,9,74,-20,107,84,1693,0,51,75,32
260,20200330,38,-31,97,-53,43,34,950,5,78,94,54
260,20200331,41,-12,92,-32,120,93,2028,0,62,92,30
260,20200401,39,-38,100,-61,66,51,1488,0,73,95,50
260,20200402,70,0,113,-20,28,22,1002,0,74,95,51
260,20200403,66,-2,103,-40,34,26,974,0,74,95,47
260,20200404,73,-8,146,-46,120,91,2083,0,59,95,31
260,20200405,126,19,196,-28,123,93,2089,0,47,77,28
260,20200406,143,84,230,48,91,69,1800,6,57,90,31
260,20200407,122,26,193,-5,122,92,2066,0,65,99,38
260,20200408,150,54,245,25,110,82,1966,0,65,94,31
260,20200409,133,56,205,31,100,74,1981,0,65,97,39
260,20200410,115,44,185,24,125,92,2081,0,58,86,36
260,20200411,122,43,215,-5,125,92,2189,0,54,92,17
260,20200412,140,29,230,-2,91,67,1792,2,61,96,31
260,20200413,78,58,111,53,68,50,1759,0,55,74,39
260,20200414,60,6,102,-23,27,20,1058,0,67,96,49
260,20200415,85,-10,170,-41,125,90,2206,0,67,98,40
260,20200416,130,39,221,0,119,85,2131,0,60,88,30
260,20200417,109,57,170,46,123,88,2220,0,61,80,39
260,20200418,111,50,160,39,28,20,906,18,74,84,48
260,20200419,125,73,179,60,130,92,2401,0,43,76,25
260,20200420,127,57,183,33,132,93,2442,0,38,52,26
260,20200421,139,86,189,74,132,93,2444,0,40,52,31
260,20200422,152,96,215,74,132,92,2463,0,41,54,27
260,20200423,158,83,232,52,134,93,2416,0,47,89,25
260,20200424,124,74,182,43,118,82,2354,0,64,95,31
260,20200425,98,35,143,8,64,44,1721,0,66,93,50
260,20200426,90,4,167,-28,129,89,2460,0,73,100,43
260,20200427,124,14,207,-17,115,79,2344,0,64,98,28
260,20200428,94,77,113,72,9,6,542,49,90,95,84
260,20200429,117,77,155,76,24,16,1000,64,83,97,61
260,20200430,115,83,161,82,71,48,1607,21,70,90,40
260,20200501,105,81,142,60,48,32,1240,18,77,88,57
260,20200502,103,51,139,24,63,42,1453,15,77,97,62
260,20200503,110,43,169,14,28,19,1429,30,80,99,49
260,20200504,108,55,152,37,112,74,2459,11,71,95,52
260,20200505,92,16,148,-17,140,93,2669,0,62,92,38
260,20200506,106,34,168,0,142,94,2682,0,63,97,40
260,20200507,120,17,207,-22,140,92,2589,0,66,98,31
260,20200508,145,45,229,14,108,71,2336,0,62,98,35
260,20200509,171,60,247,29,139,91,2636,0,56,98,26
260,20200510,129,77,225,51,44,29,1755,0,68,93,40
260,20200511,84,37,122,17,112,72,2215,5,53,87,33
260,20200512,77,7,128,-22,80,52,2013,0,65,97,38
260,20200513,72,2,120,-38,72,46,1748,2,66,98,44
260,20200514,71,-10,128,-49,103,66,2016,0,61,95,43
260,20200515,85,-12,151,-52,100,64,2147,0,68,97,47
260,20200516,98,23,160,-8,67,43,1828,0,71,98,48
260,20200517,121,16,187,-13,112,71,2210,0,63,98,37
260,20200518,149,59,212,31,124,78,2687,0,65,93,36
260,20200519,166,86,217,54,123,78,2623,0,66,91,47
260,20200520,162,95,221,63,115,72,2327,0,72,97,50
260,20200521,192,88,267,54,141,88,2740,0,62,97,32
260,20200522,190,147,242,138,30,19,1314,8,56,77,31
260,20200523,153,127,188,121,99,62,2397,0,60,80,38
260,20200524,135,121,150,111,18,11,606,43,78,92,65
260,20200525,155,82,208,47,126,78,2581,0,72,98,51
260,20200526,163,64,237,30,132,82,2751,0,65,98,38
260,20200527,158,104,205,85,131,81,2800,0,67,95,43
260,20200528,141,68,197,46,148,91,2994,0,59,89,43
260,20200529,153,64,225,29,152,93,3005,0,58,86,27
260,20200530,178,95,237,58,144,88,2804,0,48,77,27
260,20200531,172,111,222,87,152,93,2898,0,52,76,31
260,20200601,188,120,254,87,122,74,2744,0,51,86,28
260,20200602,201,111,275,72,127,77,2636,0,55,87,31
260,20200603,175,130,228,118,104,63,2377,0,70,91,41
260,20200604,128,83,170,69,9,5,933,33,80,90,63
260,20200605,99,75,143,57,28,17,1053,50,81,95,66
260,20200606,116,83,158,73,82,50,1997,26,69,89,41
260,20200607,127,99,160,93,35,21,1286,14,78,93,58
260,20200608,146,114,189,109,109,66,2487,3,73,95,51
260,20200609,133,87,170,56,25,15,1454,0,67,87,54
260,20200610,139,62,180,33,27,16,1464,6,76,97,60
260,20200611,157,131,201,117,37,22,1189,27,81,94,61
260,20200612,195,144,261,134,106,64,2456,24,74,97,43
260,20200613,202,153,262,146,124,74,2772,24,76,97,47
260,20200614,183,153,230,137,10,6,1187,5,83,98,69
260,20200615,191,152,237,144,41,25,1793,0,69,90,53
260,20200616,179,144,208,120,0,0,1014,41,87,98,70
260,20200617,190,125,242,96,78,47,2292,26,77,99,47
260,20200618,176,131,220,107,25,15,1570,48,81,98,56
260,20200619,172,110,224,83,95,57,2263,0,76,99,55
260,20200620,167,111,221,82,89,53,1807,0,73,97,51
260,20200621,186,106,245,70,89,53,2030,0,69,97,48
260,20200622,178,110,224,76,135,81,2565,0,67,96,42
260,20200623,197,94,267,64,153,91,2914,0,64,98,42
260,20200624,233,147,294,103,148,88,2900,0,52,91,33
260,20200625,240,170,294,139,151,90,2873,0,55,73,40
260,20200626,242,190,301,153,128,76,2817,36,61,98,35
260,20200627,206,175,248,162,58,35,1663,12,79,98,60
260,20200628,179,152,214,132,94,56,2132,3,60,73,45
260,20200629,160,133,190,118,44,26,1408,0,62,76,48
260,20200630,160,141,194,139,12,7,943,82,82,97,61
260,20200701,179,158,211,138,58,35,1692,19,78,96,58
260,20200702,171,148,212,137,57,34,1809,7,75,92,49
260,20200703,177,141,216,132,74,44,2024,0,71,94,49
260,20200704,165,136,181,136,1,1,503,133,90,97,76
260,20200705,179,153,213,141,40,24,1224,10,77,94,57
260,20200706,149,101,183,72,69,42,1898,11,71,92,57
260,20200707,146,80,192,55,48,29,1897,12,77,99,52
260,20200708,146,129,169,128,0,0,557,83,94,97,90
260,20200709,167,147,177,147,1,1,441,79,93,98,87
260,20200710,146,82,185,66,55,33,1469,22,81,98,54
